epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,1884.95,0.53268,0.60318,0.36873,0.85563,0.91346,0.9881,0.96738,0.84018,0.90189,0.97471,0.9488,0.80054,0.45619,1.13685,0.45568,0.81345,0.000445625,0.000445625,0.000445625
132,1898.76,0.4766,0.63687,0.34954,0.82946,0.91346,0.9881,0.96738,0.84018,0.90189,0.97471,0.9488,0.80054,0.45619,1.13685,0.45568,0.81345,0.000439437,0.000439437,0.000439437
133,1912.89,0.45657,0.67383,0.352,0.83398,0.91311,0.98834,0.96837,0.83914,0.90539,0.97941,0.95218,0.7956,0.42265,1.17469,0.42596,0.808,0.00043325,0.00043325,0.00043325
134,1926.8,0.48368,0.7182,0.34924,0.82983,0.91311,0.98834,0.96837,0.83914,0.90539,0.97941,0.95218,0.7956,0.42265,1.17469,0.42596,0.808,0.000427062,0.000427062,0.000427062
135,1940.75,0.48403,0.687,0.34868,0.82114,0.91182,0.98834,0.96287,0.83282,0.90023,0.97495,0.94092,0.78381,0.40157,1.19889,0.39666,0.80618,0.000420875,0.000420875,0.000420875
136,1955.09,0.4569,0.64211,0.33406,0.81498,0.91182,0.98834,0.96287,0.83282,0.90023,0.97495,0.94092,0.78381,0.40157,1.19889,0.39666,0.80618,0.000414688,0.000414688,0.000414688
137,1969.09,0.46119,0.67259,0.34105,0.83733,0.91233,0.98845,0.9624,0.83551,0.89689,0.97059,0.93712,0.792,0.38804,1.21768,0.40902,0.80559,0.0004085,0.0004085,0.0004085
138,1983.19,0.45657,0.68255,0.33037,0.81651,0.91233,0.98845,0.9624,0.83551,0.89689,0.97059,0.93712,0.792,0.38804,1.21768,0.40902,0.80559,0.000402312,0.000402312,0.000402312
139,1997.28,0.42191,0.64421,0.32888,0.81786,0.91285,0.98856,0.96246,0.8241,0.89741,0.9707,0.93727,0.7987,0.40195,1.23861,0.41908,0.80585,0.000396125,0.000396125,0.000396125
140,2011.56,0.47145,0.66521,0.35133,0.83332,0.91285,0.98856,0.96246,0.8241,0.89741,0.9707,0.93727,0.7987,0.40195,1.23861,0.41908,0.80585,0.000389938,0.000389938,0.000389938
141,2025.51,0.46739,0.64168,0.34594,0.82874,0.91534,0.98883,0.96401,0.82617,0.89983,0.97107,0.93844,0.80352,0.43622,1.26404,0.41593,0.80794,0.00038375,0.00038375,0.00038375
142,2039.36,0.45595,0.63091,0.34826,0.80348,0.91534,0.98883,0.96401,0.82617,0.89983,0.97107,0.93844,0.80352,0.43622,1.26404,0.41593,0.80794,0.000377563,0.000377563,0.000377563
143,2053.62,0.45253,0.65766,0.32298,0.81254,0.91877,0.98953,0.96516,0.82314,0.90322,0.97167,0.93895,0.79406,0.44282,1.28378,0.40867,0.80888,0.000371375,0.000371375,0.000371375
144,2067.8,0.46226,0.60884,0.33467,0.81325,0.91877,0.98953,0.96516,0.82314,0.90322,0.97167,0.93895,0.79406,0.44282,1.28378,0.40867,0.80888,0.000365188,0.000365188,0.000365188
145,2081.97,0.45987,0.62749,0.32336,0.84526,0.92044,0.99107,0.96374,0.83377,0.90483,0.97321,0.93888,0.79031,0.41849,1.28046,0.40339,0.80528,0.000359,0.000359,0.000359
146,2095.86,0.47232,0.64175,0.33252,0.82089,0.92044,0.99107,0.96374,0.83377,0.90483,0.97321,0.93888,0.79031,0.41849,1.28046,0.40339,0.80528,0.000352812,0.000352812,0.000352812
147,2109.81,0.42626,0.6047,0.31711,0.82365,0.92165,0.99107,0.97154,0.83031,0.90594,0.97321,0.94549,0.79399,0.40967,1.25956,0.40813,0.80448,0.000346625,0.000346625,0.000346625
148,2123.78,0.45832,0.65186,0.32646,0.80179,0.92165,0.99107,0.97154,0.83031,0.90594,0.97321,0.94549,0.79399,0.40967,1.25956,0.40813,0.80448,0.000340438,0.000340438,0.000340438
149,2137.67,0.46105,0.66102,0.33507,0.82096,0.91885,0.98661,0.96617,0.8332,0.90715,0.97321,0.94078,0.78662,0.40806,1.25493,0.4237,0.80382,0.00033425,0.00033425,0.00033425
150,2151.5,0.47717,0.70103,0.33811,0.82711,0.91885,0.98661,0.96617,0.8332,0.90715,0.97321,0.94078,0.78662,0.40806,1.25493,0.4237,0.80382,0.000328063,0.000328063,0.000328063
151,2165.9,0.44862,0.66939,0.33512,0.85279,0.9195,0.98661,0.97795,0.83849,0.9039,0.96875,0.95002,0.7934,0.43347,1.25605,0.43321,0.80682,0.000321875,0.000321875,0.000321875
152,2179.73,0.44853,0.72352,0.32403,0.83344,0.9195,0.98661,0.97795,0.83849,0.9039,0.96875,0.95002,0.7934,0.43347,1.25605,0.43321,0.80682,0.000315687,0.000315687,0.000315687
153,2194.08,0.44925,0.64512,0.31041,0.84723,0.92047,0.98661,0.96471,0.82346,0.90405,0.96875,0.93636,0.78343,0.44283,1.25868,0.43802,0.80916,0.0003095,0.0003095,0.0003095
154,2207.99,0.45569,0.67525,0.32041,0.82878,0.92047,0.98661,0.96471,0.82346,0.90405,0.96875,0.93636,0.78343,0.44283,1.25868,0.43802,0.80916,0.000303313,0.000303313,0.000303313
155,2221.94,0.48961,0.66482,0.34317,0.83735,0.91955,0.98661,0.95498,0.8014,0.90318,0.96875,0.92631,0.77229,0.43698,1.27017,0.43823,0.80507,0.000297125,0.000297125,0.000297125
156,2235.93,0.47385,0.64521,0.3177,0.82634,0.91955,0.98661,0.95498,0.8014,0.90318,0.96875,0.92631,0.77229,0.43698,1.27017,0.43823,0.80507,0.000290937,0.000290937,0.000290937
157,2249.81,0.46427,0.66051,0.31853,0.82507,0.91875,0.98661,0.95948,0.80187,0.90316,0.96875,0.92809,0.77637,0.43543,1.26399,0.43714,0.80435,0.00028475,0.00028475,0.00028475
158,2263.6,0.42647,0.61038,0.30973,0.83133,0.91875,0.98661,0.95948,0.80187,0.90316,0.96875,0.92809,0.77637,0.43543,1.26399,0.43714,0.80435,0.000278562,0.000278562,0.000278562
159,2277.63,0.49292,0.6578,0.34047,0.83801,0.91892,0.98661,0.96387,0.81335,0.90332,0.96875,0.9327,0.78415,0.43412,1.2649,0.44916,0.80414,0.000272375,0.000272375,0.000272375
160,2291.83,0.47113,0.68555,0.32682,0.80665,0.91892,0.98661,0.96387,0.81335,0.90332,0.96875,0.9327,0.78415,0.43412,1.2649,0.44916,0.80414,0.000266187,0.000266187,0.000266187
161,2306,0.41672,0.6642,0.30696,0.81127,0.92009,0.98661,0.96388,0.81914,0.90449,0.96875,0.93399,0.78299,0.44644,1.25536,0.46309,0.80441,0.00026,0.00026,0.00026
162,2319.95,0.46483,0.66589,0.33164,0.80998,0.92009,0.98661,0.96388,0.81914,0.90449,0.96875,0.93399,0.78299,0.44644,1.25536,0.46309,0.80441,0.000253812,0.000253812,0.000253812
163,2334.05,0.4241,0.63854,0.31181,0.80818,0.92095,0.98661,0.95949,0.81195,0.90535,0.96875,0.93273,0.78816,0.4499,1.2422,0.47492,0.804,0.000247625,0.000247625,0.000247625
164,2348.48,0.43029,0.61858,0.33944,0.82284,0.92095,0.98661,0.95949,0.81195,0.90535,0.96875,0.93273,0.78816,0.4499,1.2422,0.47492,0.804,0.000241438,0.000241438,0.000241438
165,2362.51,0.43784,0.66888,0.31158,0.83505,0.92052,0.98661,0.96091,0.82163,0.90492,0.96875,0.9348,0.79521,0.43801,1.23333,0.46988,0.80276,0.00023525,0.00023525,0.00023525
166,2376.7,0.41463,0.64907,0.31004,0.82614,0.92052,0.98661,0.96091,0.82163,0.90492,0.96875,0.9348,0.79521,0.43801,1.23333,0.46988,0.80276,0.000229063,0.000229063,0.000229063
167,2390.8,0.44196,0.67757,0.31415,0.8276,0.92151,0.98592,0.95598,0.81726,0.90976,0.97253,0.93572,0.79699,0.41785,1.21459,0.46853,0.80119,0.000222875,0.000222875,0.000222875
168,2404.94,0.43449,0.6706,0.32468,0.83352,0.92151,0.98592,0.95598,0.81726,0.90976,0.97253,0.93572,0.79699,0.41785,1.21459,0.46853,0.80119,0.000216688,0.000216688,0.000216688
169,2419.46,0.45077,0.63596,0.31458,0.82177,0.91998,0.98386,0.95382,0.81662,0.90815,0.97047,0.93384,0.79691,0.40602,1.201,0.45047,0.80126,0.0002105,0.0002105,0.0002105
170,2433.41,0.41587,0.60822,0.29887,0.82708,0.91998,0.98386,0.95382,0.81662,0.90815,0.97047,0.93384,0.79691,0.40602,1.201,0.45047,0.80126,0.000204313,0.000204313,0.000204313
171,2447.77,0.43493,0.6309,0.31583,0.82377,0.92002,0.98289,0.95367,0.81879,0.90808,0.96959,0.93332,0.79928,0.40708,1.19661,0.44358,0.80115,0.000198125,0.000198125,0.000198125
172,2462.24,0.44506,0.59372,0.30991,0.81503,0.92002,0.98289,0.95367,0.81879,0.90808,0.96959,0.93332,0.79928,0.40708,1.19661,0.44358,0.80115,0.000191938,0.000191938,0.000191938
173,2476.52,0.39967,0.59748,0.30077,0.81575,0.91903,0.98512,0.95371,0.8215,0.90326,0.96737,0.92849,0.79969,0.426,1.19149,0.43664,0.80251,0.00018575,0.00018575,0.00018575
174,2490.93,0.47314,0.62027,0.31434,0.82749,0.91903,0.98512,0.95371,0.8215,0.90326,0.96737,0.92849,0.79969,0.426,1.19149,0.43664,0.80251,0.000179563,0.000179563,0.000179563
175,2505.38,0.43522,0.63359,0.30713,0.82689,0.92094,0.98661,0.9535,0.81916,0.90923,0.97321,0.9294,0.79943,0.44256,1.18692,0.44308,0.80414,0.000173375,0.000173375,0.000173375
176,2519.96,0.42731,0.61873,0.30877,0.8177,0.92094,0.98661,0.9535,0.81916,0.90923,0.97321,0.9294,0.79943,0.44256,1.18692,0.44308,0.80414,0.000167188,0.000167188,0.000167188
177,2534.15,0.41168,0.57831,0.3168,0.82839,0.92139,0.98661,0.95335,0.81703,0.90969,0.97321,0.9289,0.79785,0.44018,1.19016,0.45112,0.8025,0.000161,0.000161,0.000161
178,2548.41,0.43644,0.60763,0.31477,0.83691,0.92139,0.98661,0.95335,0.81703,0.90969,0.97321,0.9289,0.79785,0.44018,1.19016,0.45112,0.8025,0.000154812,0.000154812,0.000154812
179,2562.93,0.466,0.66536,0.33722,0.84101,0.92093,0.98661,0.95343,0.81698,0.90924,0.97321,0.92755,0.79629,0.42412,1.18556,0.44418,0.80071,0.000148625,0.000148625,0.000148625
180,2577.24,0.39655,0.58322,0.28648,0.81848,0.92093,0.98661,0.95343,0.81698,0.90924,0.97321,0.92755,0.79629,0.42412,1.18556,0.44418,0.80071,0.000142437,0.000142437,0.000142437
181,2591.83,0.4203,0.62599,0.30296,0.81458,0.92069,0.98661,0.9533,0.82719,0.909,0.97321,0.92765,0.80367,0.40686,1.18122,0.43614,0.80008,0.00013625,0.00013625,0.00013625
182,2606.32,0.43853,0.68168,0.30853,0.82304,0.92069,0.98661,0.9533,0.82719,0.909,0.97321,0.92765,0.80367,0.40686,1.18122,0.43614,0.80008,0.000130062,0.000130062,0.000130062
183,2620.71,0.40263,0.58561,0.31348,0.82829,0.92039,0.98661,0.95347,0.8221,0.90869,0.97321,0.92787,0.80536,0.40211,1.18837,0.44141,0.8001,0.000123875,0.000123875,0.000123875
184,2635.08,0.38811,0.63556,0.30056,0.81401,0.92039,0.98661,0.95347,0.8221,0.90869,0.97321,0.92787,0.80536,0.40211,1.18837,0.44141,0.8001,0.000117687,0.000117687,0.000117687
185,2649.6,0.45169,0.64557,0.32233,0.8347,0.91976,0.98661,0.95356,0.82135,0.90806,0.97321,0.92771,0.80257,0.40375,1.1977,0.43305,0.80092,0.0001115,0.0001115,0.0001115
186,2664.05,0.40937,0.63316,0.29666,0.83087,0.91976,0.98661,0.95356,0.82135,0.90806,0.97321,0.92771,0.80257,0.40375,1.1977,0.43305,0.80092,0.000105312,0.000105312,0.000105312
187,2678.3,0.43225,0.58411,0.30878,0.81931,0.91957,0.98661,0.95335,0.82143,0.90787,0.97321,0.9283,0.80026,0.40635,1.19884,0.43577,0.80071,9.9125e-05,9.9125e-05,9.9125e-05
188,2692.72,0.43237,0.63388,0.31581,0.8152,0.91957,0.98661,0.95335,0.82143,0.90787,0.97321,0.9283,0.80026,0.40635,1.19884,0.43577,0.80071,9.29375e-05,9.29375e-05,9.29375e-05
189,2707.02,0.41738,0.58567,0.2969,0.82174,0.91961,0.98661,0.95527,0.82411,0.90791,0.97321,0.93222,0.80508,0.41388,1.20799,0.43799,0.80073,8.675e-05,8.675e-05,8.675e-05
190,2721.37,0.40345,0.60701,0.29188,0.83076,0.91961,0.98661,0.95527,0.82411,0.90791,0.97321,0.93222,0.80508,0.41388,1.20799,0.43799,0.80073,8.05625e-05,8.05625e-05,8.05625e-05
191,2735.6,0.42033,0.6364,0.30542,0.80402,0.91966,0.98661,0.95545,0.82525,0.90796,0.97321,0.93247,0.79561,0.42012,1.21054,0.44414,0.80129,7.4375e-05,7.4375e-05,7.4375e-05
192,2749.57,0.42111,0.63656,0.34959,0.80556,0.91966,0.98661,0.95545,0.82525,0.90796,0.97321,0.93247,0.79561,0.42012,1.21054,0.44414,0.80129,6.81875e-05,6.81875e-05,6.81875e-05
193,2763.64,0.39385,0.57349,0.29917,0.83045,0.91809,0.98661,0.95538,0.81684,0.90618,0.97321,0.93242,0.79613,0.42777,1.22038,0.44814,0.80383,6.2e-05,6.2e-05,6.2e-05
194,2777.79,0.40802,0.6158,0.30544,0.83899,0.91809,0.98661,0.95538,0.81684,0.90618,0.97321,0.93242,0.79613,0.42777,1.22038,0.44814,0.80383,5.58125e-05,5.58125e-05,5.58125e-05
195,2792.34,0.41655,0.64737,0.31045,0.81625,0.91862,0.98566,0.95163,0.81286,0.9068,0.97245,0.9281,0.78796,0.43219,1.22051,0.44316,0.81072,4.9625e-05,4.9625e-05,4.9625e-05
196,2806.6,0.3919,0.57019,0.29731,0.81403,0.91862,0.98566,0.95163,0.81286,0.9068,0.97245,0.9281,0.78796,0.43219,1.22051,0.44316,0.81072,4.34375e-05,4.34375e-05,4.34375e-05
197,2821.16,0.41285,0.60433,0.29815,0.82003,0.91926,0.98305,0.95197,0.81168,0.90716,0.97036,0.92725,0.78966,0.43321,1.22126,0.43833,0.81143,3.725e-05,3.725e-05,3.725e-05
198,2835.53,0.39174,0.5726,0.29428,0.8313,0.91926,0.98305,0.95197,0.81168,0.90716,0.97036,0.92725,0.78966,0.43321,1.22126,0.43833,0.81143,3.10625e-05,3.10625e-05,3.10625e-05
199,2850.2,0.38735,0.58419,0.28445,0.82172,0.91924,0.98262,0.95185,0.81063,0.90712,0.96994,0.92503,0.78404,0.43336,1.22761,0.43373,0.81205,2.4875e-05,2.4875e-05,2.4875e-05
200,2864.91,0.40223,0.63982,0.29329,0.81063,0.91924,0.98262,0.95185,0.81063,0.90712,0.96994,0.92503,0.78404,0.43336,1.22761,0.43373,0.81205,1.86875e-05,1.86875e-05,1.86875e-05
