epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,843.025,0.67614,0.96696,0.47055,0.87387,0.90785,0.98609,0.96677,0.77852,0.89667,0.97269,0.94588,0.76841,0.5417,1.38906,0.56754,0.8516,0.0009035,0.0009035,0.0009035
58,857.049,0.57185,0.80863,0.42488,0.85079,0.90785,0.98609,0.96677,0.77852,0.89667,0.97269,0.94588,0.76841,0.5417,1.38906,0.56754,0.8516,0.000897313,0.000897313,0.000897313
59,871.058,0.60005,0.79614,0.43403,0.86729,0.89993,0.98454,0.96562,0.78412,0.88867,0.97114,0.93653,0.78633,0.55617,1.36998,0.54565,0.84534,0.000891125,0.000891125,0.000891125
60,885.261,0.58998,0.80531,0.45167,0.87262,0.89993,0.98454,0.96562,0.78412,0.88867,0.97114,0.93653,0.78633,0.55617,1.36998,0.54565,0.84534,0.000884938,0.000884938,0.000884938
61,899.416,0.60044,0.81171,0.44389,0.87205,0.90985,0.98661,0.9592,0.75891,0.89823,0.97321,0.93327,0.77516,0.53764,1.36351,0.55556,0.84184,0.00087875,0.00087875,0.00087875
62,913.186,0.62863,0.86629,0.45052,0.87033,0.90985,0.98661,0.9592,0.75891,0.89823,0.97321,0.93327,0.77516,0.53764,1.36351,0.55556,0.84184,0.000872563,0.000872563,0.000872563
63,927.226,0.59636,0.85026,0.42991,0.86862,0.92157,0.98661,0.96066,0.77342,0.90957,0.97321,0.9335,0.78253,0.49477,1.34847,0.5473,0.8305,0.000866375,0.000866375,0.000866375
64,941.499,0.61361,0.89253,0.42751,0.85205,0.92157,0.98661,0.96066,0.77342,0.90957,0.97321,0.9335,0.78253,0.49477,1.34847,0.5473,0.8305,0.000860188,0.000860188,0.000860188
65,955.565,0.5675,0.87258,0.42446,0.87061,0.92039,0.98661,0.96874,0.79083,0.90639,0.97321,0.94999,0.79505,0.46144,1.31829,0.55192,0.82665,0.000854,0.000854,0.000854
66,969.704,0.61387,0.85195,0.4306,0.87383,0.92039,0.98661,0.96874,0.79083,0.90639,0.97321,0.94999,0.79505,0.46144,1.31829,0.55192,0.82665,0.000847813,0.000847813,0.000847813
67,984.316,0.57418,0.82771,0.4265,0.87113,0.92107,0.98661,0.96345,0.78719,0.91717,0.98214,0.95591,0.77196,0.46424,1.32443,0.56981,0.82447,0.000841625,0.000841625,0.000841625
68,998.763,0.54459,0.81224,0.41986,0.86652,0.92107,0.98661,0.96345,0.78719,0.91717,0.98214,0.95591,0.77196,0.46424,1.32443,0.56981,0.82447,0.000835438,0.000835438,0.000835438
69,1013.03,0.58237,0.82974,0.45264,0.84857,0.91082,0.98661,0.95398,0.79414,0.91082,0.98661,0.95772,0.7849,0.47862,1.36609,0.51188,0.8216,0.00082925,0.00082925,0.00082925
70,1027,0.56001,0.83024,0.43516,0.85718,0.91082,0.98661,0.95398,0.79414,0.91082,0.98661,0.95772,0.7849,0.47862,1.36609,0.51188,0.8216,0.000823063,0.000823063,0.000823063
71,1041.12,0.62084,0.84229,0.44463,0.84467,0.89678,0.98107,0.96033,0.80739,0.89678,0.98107,0.96271,0.78443,0.49291,1.39605,0.50064,0.82902,0.000816875,0.000816875,0.000816875
72,1055.08,0.55767,0.76723,0.44582,0.87326,0.89678,0.98107,0.96033,0.80739,0.89678,0.98107,0.96271,0.78443,0.49291,1.39605,0.50064,0.82902,0.000810688,0.000810688,0.000810688
73,1069.35,0.57927,0.82936,0.42486,0.87491,0.9054,0.97702,0.9646,0.79202,0.9054,0.97702,0.95896,0.78686,0.50024,1.36417,0.52593,0.83201,0.0008045,0.0008045,0.0008045
74,1083.15,0.52414,0.79836,0.39907,0.85033,0.9054,0.97702,0.9646,0.79202,0.9054,0.97702,0.95896,0.78686,0.50024,1.36417,0.52593,0.83201,0.000798313,0.000798313,0.000798313
75,1097.04,0.51872,0.76749,0.40353,0.84015,0.91048,0.98767,0.96307,0.77489,0.90274,0.97882,0.94476,0.74608,0.52372,1.37657,0.4842,0.82831,0.000792125,0.000792125,0.000792125
76,1111.08,0.48947,0.70458,0.38531,0.84815,0.91048,0.98767,0.96307,0.77489,0.90274,0.97882,0.94476,0.74608,0.52372,1.37657,0.4842,0.82831,0.000785938,0.000785938,0.000785938
77,1125.01,0.5575,0.78782,0.40404,0.86898,0.93224,0.96598,0.96762,0.78233,0.91006,0.95663,0.93679,0.75898,0.49137,1.34787,0.48936,0.81699,0.00077975,0.00077975,0.00077975
78,1139.19,0.52584,0.7983,0.39643,0.8556,0.93224,0.96598,0.96762,0.78233,0.91006,0.95663,0.93679,0.75898,0.49137,1.34787,0.48936,0.81699,0.000773563,0.000773563,0.000773563
79,1153.23,0.55957,0.8064,0.3957,0.86008,0.90684,0.98152,0.95845,0.78426,0.8954,0.96812,0.93375,0.76359,0.50441,1.30393,0.55587,0.81948,0.000767375,0.000767375,0.000767375
80,1167.5,0.57229,0.77597,0.42151,0.85008,0.90684,0.98152,0.95845,0.78426,0.8954,0.96812,0.93375,0.76359,0.50441,1.30393,0.55587,0.81948,0.000761188,0.000761188,0.000761188
81,1181.59,0.53914,0.73127,0.39364,0.86192,0.92956,0.95202,0.95453,0.80341,0.89466,0.95591,0.92364,0.76214,0.55291,1.29139,0.56394,0.82924,0.000755,0.000755,0.000755
82,1195.86,0.54066,0.73704,0.39701,0.82034,0.92956,0.95202,0.95453,0.80341,0.89466,0.95591,0.92364,0.76214,0.55291,1.29139,0.56394,0.82924,0.000748813,0.000748813,0.000748813
83,1209.98,0.56971,0.76137,0.4028,0.8538,0.91005,0.97265,0.95639,0.83426,0.89852,0.95926,0.9253,0.76219,0.49682,1.28778,0.51077,0.81995,0.000742625,0.000742625,0.000742625
84,1224.25,0.57919,0.75658,0.40284,0.8632,0.91005,0.97265,0.95639,0.83426,0.89852,0.95926,0.9253,0.76219,0.49682,1.28778,0.51077,0.81995,0.000736438,0.000736438,0.000736438
85,1238.45,0.5205,0.71243,0.3972,0.83088,0.91299,0.98257,0.9596,0.82944,0.89748,0.96501,0.93013,0.78727,0.46249,1.21201,0.48743,0.82141,0.00073025,0.00073025,0.00073025
86,1253.11,0.56306,0.68405,0.40526,0.85708,0.91299,0.98257,0.9596,0.82944,0.89748,0.96501,0.93013,0.78727,0.46249,1.21201,0.48743,0.82141,0.000724062,0.000724062,0.000724062
87,1267.25,0.56353,0.7523,0.40606,0.85857,0.91808,0.98661,0.96313,0.81019,0.90646,0.97321,0.94505,0.77722,0.44679,1.18435,0.5231,0.8226,0.000717875,0.000717875,0.000717875
88,1281.21,0.55546,0.76761,0.42383,0.86174,0.91808,0.98661,0.96313,0.81019,0.90646,0.97321,0.94505,0.77722,0.44679,1.18435,0.5231,0.8226,0.000711687,0.000711687,0.000711687
89,1295.57,0.52363,0.71807,0.39966,0.8389,0.93621,0.98205,0.9625,0.81537,0.9121,0.97768,0.94916,0.77181,0.44528,1.18494,0.52234,0.81477,0.0007055,0.0007055,0.0007055
90,1309.56,0.50793,0.70408,0.39621,0.84281,0.93621,0.98205,0.9625,0.81537,0.9121,0.97768,0.94916,0.77181,0.44528,1.18494,0.52234,0.81477,0.000699312,0.000699312,0.000699312
91,1323.65,0.53717,0.77405,0.3854,0.84552,0.87703,0.98661,0.957,0.80397,0.91042,0.97768,0.94864,0.78445,0.47085,1.13298,0.48508,0.81862,0.000693125,0.000693125,0.000693125
92,1337.7,0.52124,0.7261,0.38969,0.8351,0.87703,0.98661,0.957,0.80397,0.91042,0.97768,0.94864,0.78445,0.47085,1.13298,0.48508,0.81862,0.000686937,0.000686937,0.000686937
93,1351.86,0.52594,0.7644,0.38745,0.81657,0.91872,0.98328,0.96283,0.79941,0.91095,0.97435,0.94768,0.79575,0.50575,1.14533,0.53011,0.8258,0.00068075,0.00068075,0.00068075
94,1366.09,0.56091,0.75135,0.39874,0.85706,0.91872,0.98328,0.96283,0.79941,0.91095,0.97435,0.94768,0.79575,0.50575,1.14533,0.53011,0.8258,0.000674562,0.000674562,0.000674562
95,1380.4,0.53016,0.71388,0.37418,0.86248,0.91263,0.98661,0.96127,0.79669,0.90103,0.97321,0.94222,0.79931,0.48428,1.16268,0.53052,0.82093,0.000668375,0.000668375,0.000668375
96,1394.59,0.52319,0.78237,0.38006,0.84657,0.91263,0.98661,0.96127,0.79669,0.90103,0.97321,0.94222,0.79931,0.48428,1.16268,0.53052,0.82093,0.000662188,0.000662188,0.000662188
97,1408.63,0.55472,0.77212,0.39775,0.85562,0.91128,0.98661,0.9546,0.81097,0.89967,0.97321,0.938,0.79202,0.46671,1.12766,0.47645,0.82308,0.000656,0.000656,0.000656
98,1422.92,0.51856,0.73846,0.39452,0.85729,0.91128,0.98661,0.9546,0.81097,0.89967,0.97321,0.938,0.79202,0.46671,1.12766,0.47645,0.82308,0.000649813,0.000649813,0.000649813
99,1436.88,0.53244,0.75027,0.38346,0.8289,0.91501,0.98661,0.95139,0.80558,0.9032,0.97321,0.93361,0.7928,0.43155,1.09663,0.46656,0.81509,0.000643625,0.000643625,0.000643625
100,1450.83,0.54766,0.73326,0.38438,0.84866,0.91501,0.98661,0.95139,0.80558,0.9032,0.97321,0.93361,0.7928,0.43155,1.09663,0.46656,0.81509,0.000637437,0.000637437,0.000637437
101,1464.85,0.50519,0.70039,0.36685,0.82546,0.92287,0.98661,0.95345,0.80946,0.91491,0.97768,0.93821,0.79192,0.40625,1.09778,0.49788,0.81351,0.00063125,0.00063125,0.00063125
102,1478.76,0.49334,0.72947,0.37413,0.84022,0.92287,0.98661,0.95345,0.80946,0.91491,0.97768,0.93821,0.79192,0.40625,1.09778,0.49788,0.81351,0.000625062,0.000625062,0.000625062
103,1492.82,0.51366,0.72127,0.37776,0.84385,0.9224,0.98661,0.95147,0.80267,0.91041,0.97321,0.93196,0.7807,0.42477,1.10307,0.49102,0.81801,0.000618875,0.000618875,0.000618875
104,1507.13,0.47804,0.65167,0.35448,0.83741,0.9224,0.98661,0.95147,0.80267,0.91041,0.97321,0.93196,0.7807,0.42477,1.10307,0.49102,0.81801,0.000612687,0.000612687,0.000612687
105,1521.07,0.49059,0.65869,0.35855,0.85922,0.92448,0.98661,0.94921,0.80115,0.91628,0.97768,0.93503,0.778,0.46832,1.10959,0.49433,0.81881,0.0006065,0.0006065,0.0006065
106,1534.9,0.51503,0.6811,0.37085,0.83365,0.92448,0.98661,0.94921,0.80115,0.91628,0.97768,0.93503,0.778,0.46832,1.10959,0.49433,0.81881,0.000600313,0.000600313,0.000600313
107,1549.03,0.49788,0.73029,0.35205,0.83541,0.92143,0.98401,0.94918,0.79513,0.91335,0.97526,0.93542,0.78582,0.48363,1.1288,0.48066,0.82174,0.000594125,0.000594125,0.000594125
108,1562.95,0.51877,0.76693,0.38847,0.85243,0.92143,0.98401,0.94918,0.79513,0.91335,0.97526,0.93542,0.78582,0.48363,1.1288,0.48066,0.82174,0.000587938,0.000587938,0.000587938
109,1576.77,0.50429,0.6553,0.38098,0.86336,0.91323,0.98495,0.9547,0.80404,0.90546,0.97602,0.93826,0.78349,0.45997,1.15993,0.45727,0.81834,0.00058175,0.00058175,0.00058175
110,1590.72,0.48294,0.71914,0.36462,0.84612,0.91323,0.98495,0.9547,0.80404,0.90546,0.97602,0.93826,0.78349,0.45997,1.15993,0.45727,0.81834,0.000575563,0.000575563,0.000575563
111,1604.8,0.46965,0.67012,0.34864,0.8328,0.91394,0.98521,0.9547,0.81431,0.90224,0.97195,0.93445,0.78606,0.44402,1.18824,0.46025,0.81196,0.000569375,0.000569375,0.000569375
112,1618.79,0.50129,0.77978,0.36215,0.83472,0.91394,0.98521,0.9547,0.81431,0.90224,0.97195,0.93445,0.78606,0.44402,1.18824,0.46025,0.81196,0.000563187,0.000563187,0.000563187
113,1632.92,0.50293,0.66301,0.35844,0.83782,0.91675,0.98661,0.95304,0.81028,0.90506,0.97321,0.93639,0.78779,0.4582,1.16987,0.45764,0.8141,0.000557,0.000557,0.000557
114,1647.31,0.53578,0.74084,0.36825,0.84642,0.91675,0.98661,0.95304,0.81028,0.90506,0.97321,0.93639,0.78779,0.4582,1.16987,0.45764,0.8141,0.000550813,0.000550813,0.000550813
115,1661.59,0.51978,0.72804,0.36999,0.85191,0.91685,0.98661,0.95612,0.80938,0.90516,0.97321,0.93768,0.78954,0.45724,1.13283,0.46388,0.81272,0.000544625,0.000544625,0.000544625
116,1675.59,0.52561,0.77501,0.38936,0.82331,0.91685,0.98661,0.95612,0.80938,0.90516,0.97321,0.93768,0.78954,0.45724,1.13283,0.46388,0.81272,0.000538438,0.000538438,0.000538438
117,1689.63,0.51721,0.74745,0.38094,0.83578,0.91608,0.98551,0.95754,0.79925,0.90438,0.97212,0.94218,0.79206,0.48281,1.13912,0.45684,0.81706,0.00053225,0.00053225,0.00053225
118,1703.63,0.4745,0.72856,0.35474,0.84209,0.91608,0.98551,0.95754,0.79925,0.90438,0.97212,0.94218,0.79206,0.48281,1.13912,0.45684,0.81706,0.000526063,0.000526063,0.000526063
119,1717.51,0.46551,0.66696,0.34706,0.85479,0.91183,0.98373,0.95547,0.79893,0.9002,0.97044,0.94017,0.78416,0.48927,1.16996,0.46512,0.82056,0.000519875,0.000519875,0.000519875
120,1731.36,0.49679,0.65854,0.34702,0.82638,0.91183,0.98373,0.95547,0.79893,0.9002,0.97044,0.94017,0.78416,0.48927,1.16996,0.46512,0.82056,0.000513688,0.000513688,0.000513688
121,1745.48,0.51031,0.65801,0.35554,0.85447,0.9047,0.98332,0.95406,0.81591,0.89327,0.96993,0.93899,0.78383,0.44882,1.14593,0.4646,0.81938,0.0005075,0.0005075,0.0005075
122,1759.32,0.48706,0.64964,0.35634,0.85803,0.9047,0.98332,0.95406,0.81591,0.89327,0.96993,0.93899,0.78383,0.44882,1.14593,0.4646,0.81938,0.000501313,0.000501313,0.000501313
123,1773.11,0.51639,0.72133,0.36723,0.83051,0.90191,0.98211,0.95604,0.81937,0.89036,0.96893,0.9397,0.78586,0.42182,1.1086,0.4316,0.81591,0.000495125,0.000495125,0.000495125
124,1787,0.43851,0.65167,0.34507,0.83898,0.90191,0.98211,0.95604,0.81937,0.89036,0.96893,0.9397,0.78586,0.42182,1.1086,0.4316,0.81591,0.000488938,0.000488938,0.000488938
125,1801.02,0.4917,0.64817,0.35231,0.82256,0.90367,0.98306,0.95616,0.81901,0.89213,0.96974,0.93923,0.79049,0.46115,1.10468,0.4281,0.82067,0.00048275,0.00048275,0.00048275
126,1815.02,0.49277,0.72261,0.3495,0.83251,0.90367,0.98306,0.95616,0.81901,0.89213,0.96974,0.93923,0.79049,0.46115,1.10468,0.4281,0.82067,0.000476562,0.000476562,0.000476562
127,1828.84,0.47396,0.67797,0.3502,0.82402,0.91104,0.98785,0.96758,0.83328,0.89562,0.96999,0.94487,0.80597,0.48656,1.1069,0.45937,0.82417,0.000470375,0.000470375,0.000470375
128,1842.91,0.50575,0.70883,0.35749,0.83119,0.91104,0.98785,0.96758,0.83328,0.89562,0.96999,0.94487,0.80597,0.48656,1.1069,0.45937,0.82417,0.000464188,0.000464188,0.000464188
129,1857.14,0.48523,0.70098,0.35325,0.86042,0.90898,0.98326,0.96847,0.83803,0.89737,0.96995,0.95134,0.81926,0.49116,1.10719,0.49611,0.8239,0.000458,0.000458,0.000458
130,1871.14,0.50064,0.6793,0.34593,0.8269,0.90898,0.98326,0.96847,0.83803,0.89737,0.96995,0.95134,0.81926,0.49116,1.10719,0.49611,0.8239,0.000451813,0.000451813,0.000451813
